Name,Grade
ATUL KUMAR SHARMA,Exceptional
AYUSHI JAISWAL,Poor
PATAL JAYESH JADAVBHAI,Poor
Nilesh Chopra,Fair
Vinay Dutta,Good
Ankit Dubey,Good
Ashish Kumar Dixit,Fair
ANIL KUMAR GUPTA,Very Good
Vinay Datta,Fair
VINAY VYAS,Very Good
Arvind Raj,Fair
NAVIN CHANDRA RAI,Poor
Samarjeet Ahuja,Exceptional
Aneet Ramanathan,Fair
Shivam Bhardwaj,Fair
SHUBHANG PANDEY,Fair
MAHIMA,Very Good
Vishal Bhavsar,Exceptional
Shivbihari Ramachandran,Exceptional
NISHANK RAJABHOJ,Exceptional
Ashwini Kumar,Poor
Sanjay Dube,Very Good
RENUKA,Exceptional
Ankit Gour,Fair
Himanshu Kala,Very Good
Anupriya,Good
Amit Desai,Very Good
RAHUL GOME,Poor
TUSHAR SINGH,Poor
HITESH GOYAL,Very Good
Surendra Pal Singh,Good
SARAD CHAND,Very Good
SAURAV SANGAM,Good
Subhasis Dhaliwal,Very Good
Shivam Chatterjee,Exceptional
Kunwar Singh,Fair
Senthil K,Good
Guruswamy K.P.,Exceptional
Anshu,Good
Bhoopendra Singh,Fair
Hemendra Singh Gusain,Good
PRITIKA MISHRA,Exceptional
VIBHOR GOYAL,Fair
ARVIND KUMAR,Poor
DEEPAK JANGID,Good
Mridul Sachdev,Poor
NISHANT BHANSALI,Very Good
SHUBHAM KUMAR RAUT,Fair
MOHAMMAD MOHSIN KHAN,Poor
HARSH CHOUDHARY,Good
PARVATHA SAI KRISHNA ABHIRAM,Very Good
ABHISHEK SINGH YADAV,Exceptional
KUMKUM,Poor
Sonu Rana,Very Good
Ankit Rastogi,Poor
Amit Dubey,Good
RamKishore,Fair
SIDDHARTH GEHLOT,Fair
Vishal Bajaj,Poor
Sunil Bhatnagar,Good
Vinay Saxena,Very Good
Aneet Goyal,Fair
AKSHAY Dalal,Fair
JUHI SRIVASTAVA,Very Good
Shubham Handa,Very Good
FAISAL KHAN,Good
Vinay sharma,Poor
RISHABH SOOD,Very Good
Sudhir Badal,Exceptional
Sumit Kumar Yadav,Very Good
SWAPNIL NEGI,Fair
Rohit Apte,Very Good
ADITYA KUMAR SRIVASTAVA,Good
ADHARSH SATHYAVASAN THIRUNAVUKKARASU,Exceptional
Rohit Sheth,Exceptional
Sudhir Ramanathan,Poor
NIMJE VIHAR VASANT,Fair
AKSHAY Mukherjee,Fair
ADARSH KUMAR SINGH,Poor
Sudhir Chand,Good
Aneet Chandran,Exceptional
Parul,Fair
Ankit Shroff,Good
Aneet Seth,Poor
SHIVANSH SHARMA,Good
Subhasis Bedi,Poor
Mridul Bajaj,Exceptional
Samarjeet Chawla,Exceptional
Vishal Bedi,Exceptional
SAYYED RUBEEL BIN ALI NAQVI,Exceptional
Susheela,Poor
HIMANSHU MOYAL,Poor
HARSH BATRA,Exceptional
AMEY BHARAT WANKHEDE,Poor
Rohit kumar,Exceptional
ALAMIN ALAM,Fair
KUNDAN KATARIYA,Good
BISHT RISHABH,Fair
Nitika Garg,Good
GARVIT DEWAN,Good
Deependra Tripathi,Poor
Neelam Rani,Fair
Sanjay Bakshi,Fair
Vinay Ranganathan,Exceptional
Shivram Chahal,Good
Mridul Sethi,Good
Sanjay Chada,Good
SUBODH KHULLAR,Good
Anand Das,Exceptional
AYUSH JAIN,Very Good
Aneet Ray,Exceptional
GAYA PRASAD MEENA,Good
Vishal Soni,Exceptional
PRAKHAR MISHRA,Good
Mridul Basu,Poor
Nilesh Dalal,Fair
Ajeet Singh Rajput,Very Good
Arpita Mondol,Good
Sunil Ganguly,Good
AARUSHI VIJ,Poor
Nilesh Bhandari,Fair
Navneet Munoth,Very Good
M DHARSHINI,Good
ANKIT BHATI,Very Good
Shivram Mukherjee,Good
Subhasis Singh,Fair
Kamlesh Chaudhuri,Exceptional
SHIVAM JEE,Fair
Shivbihari Deshmukh,Poor
Subhasis Bhagat,Fair
Vishal Gupta,Fair
Shailendra Kumar Bhasker,Fair
Sunil sharma,Fair
Samarjeet Sandhu,Exceptional
Sonu Ramakrishnan,Very Good
ABHAY SINGH,Exceptional
Nitesh Handa,Poor
Anand Grewal,Poor
Sudhir Ramaswamy,Fair
KUSHAGRA BHARGAVA,Exceptional
SRISHTI SAGAR,Exceptional
Amit Mehra,Poor
BHARTI GOYAL,Very Good
Mithun Mondal,Good
PATEL NISARG MUKESHBHAI,Good
Sanjay Rajan,Fair
SHASHANK SAWARN,Very Good
BHAVYA GIRI GOSWAMI,Good
DUSHYANT YADAV,Very Good
Rohit Chaudhary,Good
Sanjay Bhardwaj,Fair
Mridul Bhandari,Good
Shubham,Exceptional
Sudhir Chatterjee,Poor
Bhuwan Kashyap,Poor
AYUSHI JAIN,Very Good
Ajay Kumar Patel,Exceptional
Sonu Sandhu,Very Good
Nitesh Sagar,Good
Sudhir Saxena,Fair
Shivam Batta,Good
AKHIL GOYAL,Good
ARIHANT ROKADIA,Fair
HRITVI NARENDRA BHANDARI,Very Good
SANJAY KUMAR PRAJAPATI,Exceptional
Sunil Sampath,Exceptional
Kishor Kulkarni,Fair
Ankit Seshadri,Poor
Ankit Reddy,Very Good
Shivram Chatterjee,Fair
SANJAY KUMAR DIWALI,Good
ROHIT KUMAR RASTOGI,Poor
VASANTHA VIJAYA KUMAR,Fair
Ravi Jaiswal,Exceptional
Harshit Sosan Lakra,Exceptional
MADAMSHETTI NAGASAI,Very Good
ISHAN RAWAT,Good
HARSHAL MITTAL,Fair
Avdesh Kumar,Good
Sanjay Bajaj,Good
Shivam Atwal,Very Good
Prabhkiran Kaur,Good
Brijesh Shroff MOURYA,Poor
Anand Chopra,Exceptional
Nilesh Barman,Fair
Shubham Shah,Very Good
AHMAD ZAKARIA AHMAD,Exceptional
AKSHAY Gupta,Exceptional
Shivram Basak,Very Good
ANAND P,Exceptional
Shivram Chand,Good
Vasu Krishna,Poor
SHREY SINGH,Poor
GOPAL VIR SINGH,Poor
Shivbihari Das,Exceptional
Kamlesh Chakraborty,Poor
Nitesh Chaudhary,Very Good
Ankit Mittal,Poor
Shivbihari Ramakrishnan,Poor
NIKITA RANJAN,Fair
SOURABH PRAKASH,Good
SANAPALA SATHVIK,Fair
PIYUSH ANAND SINGH,Exceptional
Ashutosh,Very Good
JAIKANT NIWARIYA,Exceptional
YUVRAJ MOTWANI,Very Good
ANKAN CHANDRA,Good
ABHISHEK AGRAWAL,Good
Sourav Bagchi,Very Good
Mridul Rattan,Exceptional
Vishal Agarwal,Exceptional
AJAY,Fair
ARUN KUMAR SINGH,Poor
Sunil Grewal,Poor
DIKSHA,Good
Shubham Shan,Very Good
JINENDRA VERMA,Exceptional
Samarjeet Saxena,Good
Shubham Saran,Very Good
Nitesh Ghose,Good
MONIKA DUBEY,Exceptional
Nitesh Sood,Poor
MULU GIRMAY,Exceptional
Rohit Mehrotra,Fair
Vishal Sharaf,Very Good
SARAH MARIAM ABRAHAM,Very Good
Arvind Sampath,Exceptional
Ekta,Fair
ANMOL BANSAL,Poor
Rakesh Kumar,Very Good
Arvind Chada,Good
RAJANI,Fair
KAPIL PRASHANT,Very Good
POOJA MEENA,Good
FARHAN ASIM,Good
UNMESH KUMAR,Good
Amit Chand,Fair
KOMAL MISHRA,Very Good
ABHISHEK GUPTA,Very Good
ANIKET MATHUR,Fair
Nilesh Goyal,Fair
RUPAM CHAKI,Very Good
Sanjay Mukhopadhyay,Poor
Nilesh Garg,Fair
KSHITIJ BITHEL,Very Good
Amit Kumar,Fair
Aneet Randhawa,Good
ICKKSHAANSHU SONKAR,Exceptional
VAISHNAVI DAYANAND ANDHALKAR,Exceptional
Shivram Gandhi,Exceptional
INDRESH GUPTA,Poor
NIHARIKA MATHUR,Poor
AVIRAL GARG,Fair
DOLONCHAPA PRABHAKAR,Very Good
HARSIMRAN SINGH,Fair
ATUL RAJ,Very Good
VISHAL RAI,Very Good
Amit kumar,Good
BIRENDAR YADAV,Poor
DAKSH MEHLA,Fair
Mridul Deshmukh,Poor
BHAGWAT JAYESHKUMAR MAHESHKUMAR,Good
Rama Dhar Dwivedi,Poor
Vinay Bajwa,Fair
Makwana Jignesh Ashokbhai,Poor
ROHAN ANAND,Poor
Shubham Bhandari,Poor
Megha Agarwal,Good
Anand Ganguly,Exceptional
Sunil Chandra,Exceptional
Sonu Gokhale,Very Good
Vishal Barman,Poor
THEEGALA LOKESH REDDY,Poor
BHAVANA,Good
Subhasis Sami,Good
HARSHIT KUMAR GUPTA,Poor
Sudhir Sami,Exceptional
ADITI RANI,Good
Uganta Yadav,Fair
MERUGU GOUTHAM SRIKAR,Good
Nilesh Pandey,Poor
NAVNEET KUMAR BORANA,Fair
Anand Aggarwal,Good
Vinay shukla,Exceptional
AKSHAY Das,Poor
Nilesh Dutta,Poor
Rohit Boase,Very Good
Sonu Basak,Fair
Varunendra Kumar Singh,Exceptional
NEELESH BODKHE,Poor
Nitesh Sankaran,Exceptional
Kamlesh Bhargava,Poor
Sunil Sanghvi,Good
Sonu Shan,Poor
Vishal Dutta,Exceptional
Subhasis Boase,Very Good
SAMARTHYA KUMAR,Poor
Sonu Singh,Fair
Vishal Sood,Exceptional
Nilesh sharma,Good
HIMANSHU GUPTA,Poor
DHEERAJ SONI,Fair
ABHINAV,Exceptional
Mridul Sodhi,Very Good
POTNURU CHANUKYA,Fair
Balakrishna Aegurula,Poor
Nilesh Chakraborty,Poor
Sanjay Saran,Very Good
RAJINDER KUMAR,Poor
AKSHAY Goyal,Fair
ISHTIAQ AHMED,Poor
Vinay Ganguly,Very Good
Sudhir Raj,Exceptional
Mridul Raj,Fair
PANKAJ KUMAR MEENA,Good
Nitesh Rao,Exceptional
Subash Chandra Bose Gurram,Fair
Shivbihari Sami,Fair
ASHISH BUNGLA,Fair
SAGAR SETHI,Good
SARIKA PANTAWANE,Very Good
ANNU KOUSIK NARASIMHA,Good
DAVINDER SINGH,Fair
Ankit Shah,Fair
Sanjay Agrawal,Very Good
DHWAJ GUPTA,Exceptional
DHRUBAJYOTI SARDAR,Very Good
VISHAL JAGLAN,Very Good
Pawan Kumar Rakesh,Poor
Vishal Bose,Exceptional
ANUPAM KUMAR SINGH,Good
Arvind kumar,Poor
LAXMAN SINGH DHAKAD,Exceptional
Amit Dalal,Exceptional
ABHIJEET SINGH CHAUHAN,Good
Shivbihari Sibal,Exceptional
ADITYA VERMA,Fair
Vinay Chandran,Good
Sunil Garg,Poor
Samarjeet Dhillon,Very Good
MOBIN AHMAD,Exceptional
Manik Bansal,Fair
SONU KUMAR PATEL,Fair
BHATT KUNAL ASHVINKUMAR,Very Good
Vinay Seth,Fair
Amit Bhatt,Poor
Sunil Agrawal,Good
Sunil Ghose,Good
NITIN UPADHYAY,Very Good
AYUSH NAWAL,Poor
KALLU VISHAL REDDY,Good
Shivam Gour,Exceptional
Aneet Bhavsar,Fair
UPPILI SAI TEJA,Fair
KSHITIJ SHARMA,Very Good
Sunil Dixit,Good
NEHA GUPTA,Very Good
Samarjeet Dugal,Very Good
Shubham Chaudhary,Exceptional
Sudhir Ramachandran,Exceptional
VISHAL MEENA,Exceptional
Kapil Arora,Very Good
AKSHAY Ghosh,Fair
GARIMA PRASHAL,Exceptional
Ankit Kumar,Fair
LAKKI REDDY HARSHAVARDHAN REDDY,Good
ANSHUL VERMA,Very Good
A Arul Peter,Poor
Sanjay Grewal,Very Good
AMRITA JOSHI,Exceptional
Ajay Kumar,Poor
Sudhir Bahl,Poor
Arvind shukla,Fair
Sanjay Ghose,Poor
Saptarshi Kolay,Poor
HIMANGSHU SARKAR,Exceptional
Sachin Kumar,Exceptional
SATYA BRAT TIWARI,Very Good
SAURABH KUMAR,Exceptional
PRIYA GURJAR,Good
Samarjeet Sethi,Poor
SHREYANSH KOTHARI,Exceptional
MAYANK PATIDAR,Good
Amit Chopra,Good
Shubham Mittal,Fair
VISWAS MANYAM,Good
KARTIK DESHPANDE,Poor
Sweta Tripathi,Poor
Hanwate Sandeep Devrao,Very Good
BIMAL ADARSH,Exceptional
Shivram Chauhan,Fair
Shivbihari Mehrotra,Poor
KRISHNKANT SAHU,Fair
Shubham Sachdev,Good
ANURAG PATRA,Exceptional
Anand Dhaliwal,Exceptional
CHAVALI RAVIVARMA,Fair
Shivbihari Bedi,Good
PRATHAM MUKESH GOYAL,Very Good
Shibanshu Benjwal,Very Good
SOMA GORAI,Very Good
Shivam Bhandari,Fair
ATUL KUMAR HARMUKH,Good
PRATEEK KUMAR SINGH,Fair
Shivbihari Chandra,Exceptional
ANKITA CHAUHAN,Very Good
Amit Dutta,Very Good
NISHAB ALI,Exceptional
Shivam Gupta,Exceptional
SHUJAAT HUSSAIN,Very Good
KSHITIJ GURBHELE,Poor
ARPIT PACHAURI,Exceptional
Sanjay Bhalla,Fair
Amit Dhillon,Fair
Nitesh Chopra,Very Good
DEEPAK KUMAR SAHU,Exceptional
TANISHQ KHANDELWAL,Very Good
Nilesh Deshmukh,Poor
MANISH KUMAR,Exceptional
Samarjeet sharma,Good
Sonu Boase,Exceptional
Sudhir Chauhan,Very Good
Vinay Deshmukh,Good
VIVEK RANJAN,Fair
Sudhir Mittal,Very Good
RITIK MATHUR,Good
Aneet Reddy,Good
Smriti Agarwal,Poor
KAMMARI SRI RAM CHARI,Very Good
GOWRA MURALI KRISHNA,Fair
Sunil Shan,Good
Rohit Rana,Good
SHEKHAR SINGH,Very Good
NIKHIL RAO,Exceptional
MILIYA ANNA GEORGE,Poor
KAVALI SHYVANTH KUMAR REDDY,Good
Hitesh Kumar,Exceptional
VENKATA ANIRUDH KOMAL KODAVALI,Very Good
Shivbihari Banerjee,Exceptional
Sudhir Mehrotra,Exceptional
Amit Arora,Poor
JATIN SHARMA,Good
ANKIT BISWAS,Poor
SHIVAM KUMAR,Exceptional
ANUPRIY SHRIVASTAVA,Exceptional
Nitesh Raman,Fair
DALIP RAM,Very Good
Akhilesh MOURYA Kumar,Poor
Shubham Balasubramanian,Good
Anand Balasubramanian,Very Good
TOFIK ALI,Poor
AYUSH BUDANIA,Poor
PRACHI KAPIL,Very Good
Nitesh Chatterjee,Good
Mridul Chandran,Good
ASHISH GUPTA,Fair
GURSIMRAN,Fair
AYUSH KATIYAR,Good
Laiju A R,Very Good
Akanksha Garg,Exceptional
DIPESH MISHRA,Fair
ATUL GARG,Poor
Rohit Chandra,Fair
KEDARI NARESH KUMAR,Exceptional
DINESH,Poor
SANJEEV KRISHNAN R,Very Good
MAHESH CHAND,Exceptional
SAURABH UPADHYAY,Exceptional
Vishal Chahal,Fair
AMIT GAURAV,Good
BATCHU SAI PRASAD REDDY,Fair
SHISHIR KUMAR,Fair
Deepti Yadav,Good
Arvind Nagar,Poor
PRAKHAR KOTHARI,Poor
Sonu Bahri,Very Good
KRITIK JAIN,Poor
KARTIK YADAV,Poor
BISHAL,Poor
Shivbihari Ghose,Fair
SANKALP SINGH,Good
Subhasis Randhawa,Poor
Shashi Kumar,Exceptional
Shubham Sami,Fair
SILAR MOHAMMED TANWIR,Fair
Shiv Kumar Alwera,Good
Shivram Mathur,Very Good
AYUSH KUMAR GOYAL,Poor
Suresh Sonkar,Poor
ASHISH BAGORIA,Very Good
MD BADIUZZAMAN,Poor
Santosh Kumar Singh,Exceptional
ABHISHEK KUMAR PRAJAPATI,Very Good
SANDEEP JAISWAL,Exceptional
AJAY SARASWAT,Poor
Ankit Sibal,Good
Arvind Singhal,Fair
SANKALP CHAUDHARY,Good
Prabhat Kumar Dubey,Poor
SACHIN,Exceptional
SHAHPER ZIA,Good
MOHD MUSSA,Very Good
ROQUAIYA KHALIQUE,Poor
PARIKH RACHIT,Fair
Pratibha Verma,Fair
Ashishi Puri,Exceptional
Ankita Maity,Exceptional
SHARAT RAJ,Poor
PARTH GUPTA,Exceptional
UTTAM SINGH,Poor
Nitesh Singh,Exceptional
Arvind Bajwa,Fair
RISHI KANT KALA,Poor
PRANSHUL SHARMA,Exceptional
Sanjay Chand,Poor
DUPUKUNTLA SURYA NAGA ADITYA VARDHAN,Very Good
GUNJAN KUMARI,Exceptional
NIPUN BHAGAT,Fair
Sonu Rattan,Exceptional
Sudhir Bose,Poor
Vishal Sachdeva,Fair
Aneet Deshpande,Exceptional
Samarjeet Sanghvi,Good
GAGAN MEENA,Poor
Vishal Raman,Fair
HEMANT CHOPRA,Exceptional
Vinay Sankar,Fair
Sanjay Ahuja,Exceptional
AKSHAY Mathur,Good
Sunil Goyal,Good
Sanjay Chandra,Poor
Saurabh Chaitanya,Exceptional
SHACHI SINGH,Very Good
Sunil Dhawan,Very Good
Vishal Batta,Exceptional
Shivram Dhaliwal,Good
Palak,Fair
Sonu Bose,Poor
Sudhir Chopra,Exceptional
